date,year,month,week,quarter,day_of_year,commodity,category,market,price_type,province,season,monsoon,is_festive,inflation_index,seasonal_factor,price_lkr
2019-01-07,2019,1,2,1,7,Capsicum,Vegetable,Colombo Local,Retail,Western,Maha,0,1,1.0,0.933,408.14
2019-01-07,2019,1,2,1,7,Bitter Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.208,143.42
2019-01-07,2019,1,2,1,7,Bitter Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.208,101.93
2019-01-07,2019,1,2,1,7,Bitter Gourd,Vegetable,Narahenpita,Retail,Western,Maha,0,1,1.0,1.208,167.83
2019-01-07,2019,1,2,1,7,Bitter Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.208,122.87
2019-01-07,2019,1,2,1,7,Bitter Gourd,Vegetable,Colombo Local,Retail,Western,Maha,0,1,1.0,1.208,196.77
2019-01-07,2019,1,2,1,7,Mango,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.025,166.75
2019-01-07,2019,1,2,1,7,Mango,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.025,146.39
2019-01-07,2019,1,2,1,7,Mango,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,1.025,206.62
2019-01-07,2019,1,2,1,7,Mango,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.025,134.01
2019-01-07,2019,1,2,1,7,Mango,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,1.025,264.6
2019-01-07,2019,1,2,1,7,Papaya,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,0.933,100.11
2019-01-07,2019,1,2,1,7,Papaya,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,0.933,72.23
2019-01-07,2019,1,2,1,7,Papaya,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,0.933,122.16
2019-01-07,2019,1,2,1,7,Papaya,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,0.933,81.08
2019-01-07,2019,1,2,1,7,Papaya,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,0.933,113.44
2019-01-07,2019,1,2,1,7,Banana,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.117,93.05
2019-01-07,2019,1,2,1,7,Banana,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.117,89.87
2019-01-07,2019,1,2,1,7,Banana,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,1.117,116.55
2019-01-07,2019,1,2,1,7,Banana,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.117,94.59
2019-01-07,2019,1,2,1,7,Banana,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,1.117,102.93
2019-01-07,2019,1,2,1,7,Pineapple,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.025,152.96
2019-01-07,2019,1,2,1,7,Pineapple,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.025,121.45
2019-01-07,2019,1,2,1,7,Pineapple,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,1.025,179.7
2019-01-07,2019,1,2,1,7,Pineapple,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.025,128.59
2019-01-07,2019,1,2,1,7,Pineapple,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,1.025,170.2
2019-01-07,2019,1,2,1,7,Watermelon,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,0.933,62.86
2019-01-07,2019,1,2,1,7,Watermelon,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,0.933,57.24
2019-01-07,2019,1,2,1,7,Watermelon,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,0.933,94.07
2019-01-07,2019,1,2,1,7,Watermelon,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,0.933,54.33
2019-01-07,2019,1,2,1,7,Watermelon,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,0.933,84.5
2019-01-07,2019,1,2,1,7,Avocado,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.3,286.71
2019-01-07,2019,1,2,1,7,Avocado,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.3,276.58
2019-01-07,2019,1,2,1,7,Avocado,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,1.3,396.75
2019-01-07,2019,1,2,1,7,Avocado,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.3,256.12
2019-01-07,2019,1,2,1,7,Avocado,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,1.3,431.18
2019-01-07,2019,1,2,1,7,Passion Fruit,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.208,392.48
2019-01-07,2019,1,2,1,7,Passion Fruit,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.208,364.62
2019-01-07,2019,1,2,1,7,Passion Fruit,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,1.208,481.24
2019-01-07,2019,1,2,1,7,Passion Fruit,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.208,338.71
2019-01-07,2019,1,2,1,7,Passion Fruit,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,1.208,530.99
2019-01-07,2019,1,2,1,7,Guava,Fruit,Manning Market,Wholesale,Western,Maha,0,1,1.0,1.392,126.11
2019-01-07,2019,1,2,1,7,Guava,Fruit,Dambulla,Wholesale,Central,Maha,0,1,1.0,1.392,126.06
2019-01-07,2019,1,2,1,7,Guava,Fruit,Narahenpita,Retail,Western,Maha,0,1,1.0,1.392,190.45
2019-01-07,2019,1,2,1,7,Guava,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,1,1.0,1.392,129.7
2019-01-07,2019,1,2,1,7,Guava,Fruit,Colombo Local,Retail,Western,Maha,0,1,1.0,1.392,198.78
2019-01-14,2019,1,3,1,14,Tomato,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.75,45.14
2019-01-14,2019,1,3,1,14,Tomato,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.75,46.58
2019-01-14,2019,1,3,1,14,Tomato,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.75,74.4
2019-01-14,2019,1,3,1,14,Tomato,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.75,45.58
2019-01-14,2019,1,3,1,14,Tomato,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.75,82.31
2019-01-14,2019,1,3,1,14,Carrot,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.842,89.12
2019-01-14,2019,1,3,1,14,Carrot,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.842,94.65
2019-01-14,2019,1,3,1,14,Carrot,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.842,111.56
2019-01-14,2019,1,3,1,14,Carrot,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.842,78.9
2019-01-14,2019,1,3,1,14,Carrot,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.842,116.92
2019-01-14,2019,1,3,1,14,Cabbage,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.75,31.57
2019-01-14,2019,1,3,1,14,Cabbage,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.75,38.06
2019-01-14,2019,1,3,1,14,Cabbage,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.75,58.92
2019-01-14,2019,1,3,1,14,Cabbage,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.75,57.74
2019-01-14,2019,1,3,1,14,Cabbage,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.75,61.65
2019-01-14,2019,1,3,1,14,Beans,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.208,149.75
2019-01-14,2019,1,3,1,14,Beans,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.208,122.7
2019-01-14,2019,1,3,1,14,Beans,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,1.208,170.09
2019-01-14,2019,1,3,1,14,Beans,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.208,148.5
2019-01-14,2019,1,3,1,14,Beans,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,1.208,214.84
2019-01-14,2019,1,3,1,14,Brinjal,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.933,93.69
2019-01-14,2019,1,3,1,14,Brinjal,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.933,60.26
2019-01-14,2019,1,3,1,14,Brinjal,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.933,126.38
2019-01-14,2019,1,3,1,14,Brinjal,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.933,58.43
2019-01-14,2019,1,3,1,14,Brinjal,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.933,124.79
2019-01-14,2019,1,3,1,14,Snake Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.208,103.75
2019-01-14,2019,1,3,1,14,Snake Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.208,63.23
2019-01-14,2019,1,3,1,14,Snake Gourd,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,1.208,105.0
2019-01-14,2019,1,3,1,14,Snake Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.208,77.0
2019-01-14,2019,1,3,1,14,Snake Gourd,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,1.208,114.01
2019-01-14,2019,1,3,1,14,Pumpkin,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.117,50.56
2019-01-14,2019,1,3,1,14,Pumpkin,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.117,52.68
2019-01-14,2019,1,3,1,14,Pumpkin,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,1.117,72.41
2019-01-14,2019,1,3,1,14,Pumpkin,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.117,58.59
2019-01-14,2019,1,3,1,14,Pumpkin,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,1.117,79.55
2019-01-14,2019,1,3,1,14,Green Chilli,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.025,248.4
2019-01-14,2019,1,3,1,14,Green Chilli,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.025,152.32
2019-01-14,2019,1,3,1,14,Green Chilli,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,1.025,257.48
2019-01-14,2019,1,3,1,14,Green Chilli,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.025,207.28
2019-01-14,2019,1,3,1,14,Green Chilli,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,1.025,252.54
2019-01-14,2019,1,3,1,14,Lime,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.025,190.07
2019-01-14,2019,1,3,1,14,Lime,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.025,188.85
2019-01-14,2019,1,3,1,14,Lime,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,1.025,200.47
2019-01-14,2019,1,3,1,14,Lime,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.025,170.57
2019-01-14,2019,1,3,1,14,Lime,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,1.025,264.67
2019-01-14,2019,1,3,1,14,Leeks,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.842,103.53
2019-01-14,2019,1,3,1,14,Leeks,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.842,61.38
2019-01-14,2019,1,3,1,14,Leeks,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.842,101.87
2019-01-14,2019,1,3,1,14,Leeks,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.842,90.63
2019-01-14,2019,1,3,1,14,Leeks,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.842,133.77
2019-01-14,2019,1,3,1,14,Capsicum,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.933,241.22
2019-01-14,2019,1,3,1,14,Capsicum,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.933,209.25
2019-01-14,2019,1,3,1,14,Capsicum,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.933,281.91
2019-01-14,2019,1,3,1,14,Capsicum,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.933,217.32
2019-01-14,2019,1,3,1,14,Capsicum,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.933,335.9
2019-01-14,2019,1,3,1,14,Bitter Gourd,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.208,106.04
2019-01-14,2019,1,3,1,14,Bitter Gourd,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.208,120.43
2019-01-14,2019,1,3,1,14,Bitter Gourd,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,1.208,155.03
2019-01-14,2019,1,3,1,14,Bitter Gourd,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.208,88.72
2019-01-14,2019,1,3,1,14,Bitter Gourd,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,1.208,168.75
2019-01-14,2019,1,3,1,14,Mango,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.025,133.28
2019-01-14,2019,1,3,1,14,Mango,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.025,147.22
2019-01-14,2019,1,3,1,14,Mango,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,1.025,224.21
2019-01-14,2019,1,3,1,14,Mango,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.025,121.14
2019-01-14,2019,1,3,1,14,Mango,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,1.025,235.48
2019-01-14,2019,1,3,1,14,Papaya,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.933,79.0
2019-01-14,2019,1,3,1,14,Papaya,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.933,72.1
2019-01-14,2019,1,3,1,14,Papaya,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,0.933,116.98
2019-01-14,2019,1,3,1,14,Papaya,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.933,64.62
2019-01-14,2019,1,3,1,14,Papaya,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,0.933,96.62
2019-01-14,2019,1,3,1,14,Banana,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.117,70.38
2019-01-14,2019,1,3,1,14,Banana,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.117,59.3
2019-01-14,2019,1,3,1,14,Banana,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,1.117,100.94
2019-01-14,2019,1,3,1,14,Banana,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.117,73.34
2019-01-14,2019,1,3,1,14,Banana,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,1.117,111.85
2019-01-14,2019,1,3,1,14,Pineapple,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.025,134.58
2019-01-14,2019,1,3,1,14,Pineapple,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.025,104.73
2019-01-14,2019,1,3,1,14,Pineapple,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,1.025,180.25
2019-01-14,2019,1,3,1,14,Pineapple,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.025,106.99
2019-01-14,2019,1,3,1,14,Pineapple,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,1.025,210.28
2019-01-14,2019,1,3,1,14,Watermelon,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.933,60.38
2019-01-14,2019,1,3,1,14,Watermelon,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.933,41.6
2019-01-14,2019,1,3,1,14,Watermelon,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,0.933,65.3
2019-01-14,2019,1,3,1,14,Watermelon,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.933,53.78
2019-01-14,2019,1,3,1,14,Watermelon,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,0.933,76.84
2019-01-14,2019,1,3,1,14,Avocado,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.3,277.49
2019-01-14,2019,1,3,1,14,Avocado,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.3,232.59
2019-01-14,2019,1,3,1,14,Avocado,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,1.3,336.22
2019-01-14,2019,1,3,1,14,Avocado,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.3,213.25
2019-01-14,2019,1,3,1,14,Avocado,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,1.3,326.89
2019-01-14,2019,1,3,1,14,Passion Fruit,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.208,322.71
2019-01-14,2019,1,3,1,14,Passion Fruit,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.208,317.56
2019-01-14,2019,1,3,1,14,Passion Fruit,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,1.208,447.33
2019-01-14,2019,1,3,1,14,Passion Fruit,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.208,260.9
2019-01-14,2019,1,3,1,14,Passion Fruit,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,1.208,479.73
2019-01-14,2019,1,3,1,14,Guava,Fruit,Manning Market,Wholesale,Western,Maha,0,0,1.0,1.392,129.97
2019-01-14,2019,1,3,1,14,Guava,Fruit,Dambulla,Wholesale,Central,Maha,0,0,1.0,1.392,95.64
2019-01-14,2019,1,3,1,14,Guava,Fruit,Narahenpita,Retail,Western,Maha,0,0,1.0,1.392,164.71
2019-01-14,2019,1,3,1,14,Guava,Fruit,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,1.392,113.44
2019-01-14,2019,1,3,1,14,Guava,Fruit,Colombo Local,Retail,Western,Maha,0,0,1.0,1.392,161.35
2019-01-21,2019,1,4,1,21,Tomato,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.75,63.76
2019-01-21,2019,1,4,1,21,Tomato,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.75,56.89
2019-01-21,2019,1,4,1,21,Tomato,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.75,89.37
2019-01-21,2019,1,4,1,21,Tomato,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.75,65.06
2019-01-21,2019,1,4,1,21,Tomato,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.75,69.53
2019-01-21,2019,1,4,1,21,Carrot,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.842,72.68
2019-01-21,2019,1,4,1,21,Carrot,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.842,77.85
2019-01-21,2019,1,4,1,21,Carrot,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.842,115.71
2019-01-21,2019,1,4,1,21,Carrot,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.842,82.06
2019-01-21,2019,1,4,1,21,Carrot,Vegetable,Colombo Local,Retail,Western,Maha,0,0,1.0,0.842,165.03
2019-01-21,2019,1,4,1,21,Cabbage,Vegetable,Manning Market,Wholesale,Western,Maha,0,0,1.0,0.75,49.0
2019-01-21,2019,1,4,1,21,Cabbage,Vegetable,Dambulla,Wholesale,Central,Maha,0,0,1.0,0.75,46.2
2019-01-21,2019,1,4,1,21,Cabbage,Vegetable,Narahenpita,Retail,Western,Maha,0,0,1.0,0.75,65.18
2019-01-21,2019,1,4,1,21,Cabbage,Vegetable,Nuwara Eliya,Wholesale,Central,Maha,0,0,1.0,0.75,45.06
